state,county,fips,trump16,clinton16,otherpres16,romney12,obama12,otherpres12,demsen16,repsen16,othersen16,demhouse16,rephouse16,otherhouse16,demgov16,repgov16,othergov16,repgov14,demgov14,othergov14,total_population,cvap,white_pct,black_pct,hispanic_pct,nonwhite_pct,foreignborn_pct,female_pct,age29andunder_pct,age65andolder_pct,median_hh_inc,clf_unemploy_pct,lesshs_pct,lesscollege_pct,lesshs_whites_pct,lesscollege_whites_pct,rural_pct,ruralurban_cc
Alabama,Autauga,1001,18172,5936,865,17379,6363,190,6331,18220,62,7544,14315,2258,NA,NA,NA,9427,3638,0,55049,40690,75.68348199,18.37090592,2.57225381,24.31651801,1.838362186,51.17622482,40.03705789,13.97845556,53099,5.591657263,12.41704602,75.40722865,10.00211164,74.06560146,42.00216232,2
Alabama,Baldwin,1003,72883,18458,3874,66016,18424,898,19145,74021,248,0,76995,1991,NA,NA,NA,37650,8416,0,199510,151770,83.17878803,9.225602727,4.366698411,16.82121197,3.2695103,51.19492757,35.47441231,18.71485139,51365,6.286843229,9.972417933,70.45288897,7.842226994,68.40560728,42.27909911,3
Alabama,Barbour,1005,5454,4871,144,5550,5912,47,4777,5436,16,5297,4286,463,NA,NA,NA,3111,3651,0,26614,20375,45.88562411,47.88832945,4.30976178,54.11437589,2.85939731,46.49808372,37.66438716,16.52889457,33956,12.82473827,26.23592756,87.13221298,19.57975167,81.36474583,67.7896347,6
Alabama,Bibb,1007,6738,1874,207,6132,2202,86,2082,6612,17,1971,6670,15,NA,NA,NA,3525,1368,0,22572,17590,74.76519582,21.21212121,2.223994329,25.23480418,1.351231614,46.46464646,37.3294347,14.8856991,39776,7.14682672,19.3015873,88,15.02049009,87.47177386,68.35260746,1
Alabama,Blount,1009,22859,2156,573,20757,2970,279,2980,22169,48,2390,22367,47,NA,NA,NA,12074,2178,0,57704,42430,87.65770137,1.557950922,8.727297934,12.34229863,4.271800915,50.48523499,37.24005268,17.19291557,46212,5.953832753,19.96858533,86.95024321,16.64336837,86.16360993,89.95150204,1
Alabama,Bullock,1011,1140,3530,40,1251,4061,10,3364,1167,6,3517,889,80,NA,NA,NA,747,2440,0,10552,8195,21.68309325,75.50227445,0.123199393,78.31690675,1.516300227,45.80174375,37.93593632,15.13457165,29335,13.25852037,33.43788354,89.74498841,11.7803838,79.15778252,51.37438153,6
Alabama,Butler,1013,4901,3726,105,5087,4374,35,3663,4840,7,4088,3918,321,NA,NA,NA,3148,2741,0,20280,15425,52.78106509,43.51577909,1.247534517,47.21893491,1.395463511,53.04733728,37.05621302,18.12623274,34315,9.804827347,18.94042584,83.91999426,14.60417986,80.07599747,71.23215735,6
Alabama,Calhoun,1015,32865,13242,1757,30278,15511,468,14152,32976,69,14000,33175,75,NA,NA,NA,17688,9082,0,115883,88525,72.99776499,20.33171388,3.436224468,27.00223501,2.39379374,51.89803509,38.78308294,15.93072323,41954,11.6818216,17.66313675,82.34703347,16.39951086,81.64061209,33.69682556,3
Alabama,Chambers,1017,7843,5784,273,7626,6871,114,5845,7865,18,5796,7907,16,NA,NA,NA,3635,4587,0,34018,26480,56.74348874,40.47857017,0.43506379,43.25651126,0.990652008,52.08713034,35.87218531,18.38732436,36027,7.489945276,19.73673179,87.51572063,15.29535128,83.85879063,49.14803449,6
Alabama,Cherokee,1019,8953,1547,233,7506,2132,141,1915,8636,7,1702,8707,12,NA,NA,NA,5007,1868,0,25897,20505,91.87164536,4.606711202,1.563887709,8.128354636,0.725952813,50.25292505,32.71035255,20.32281731,38925,5.855731043,18.71723548,86.03830106,19.25640731,85.78324331,85.73627304,6
Alabama,Chilton,1021,15081,2911,377,13932,3397,133,3327,14582,25,2996,14723,12,NA,NA,NA,9028,2419,0,43817,31555,80.61026542,10.00981354,7.624894447,19.38973458,5.557203825,50.79763562,38.83424242,15.24978889,42594,7.938580456,19.90247183,85.14545149,17.84979216,84.38193632,86.74472424,1
Alabama,Choctaw,1023,4106,3109,77,4152,3786,30,2992,4035,8,4332,0,94,NA,NA,NA,2380,1947,0,13287,10515,56.20531346,42.22924663,0.55693535,43.79468654,0.165575374,52.21645217,33.40106871,20.74960488,32622,13.6428137,21.14733277,88.03979678,17.68893757,87.45892662,100,9
Alabama,Clarke,1025,7140,5749,142,7470,6334,47,5558,7158,14,5214,2848,127,NA,NA,NA,5000,3524,0,24847,19195,53.17744597,45.49442589,0.173059122,46.82255403,0.466857166,52.75888437,36.60401658,18.06254276,32735,17.08333333,18.95781929,87.86276583,14.13699771,82.0841141,75.98033523,7
Alabama,Clay,1027,5245,1237,142,4817,1777,68,1377,5147,4,1317,5231,4,NA,NA,NA,3199,1215,0,13483,10360,80.26403619,14.74449307,3.107616999,19.73596381,1.891270489,51.5538085,34.84387748,19.40221019,38815,6.591530055,25.38640694,88.93711624,21.8043202,87.52223634,100,9
Alabama,Cleburne,1029,5764,684,145,5272,971,62,847,5554,6,769,5644,4,NA,NA,NA,3129,717,0,14991,11295,92.79567741,2.36141685,2.328063505,7.204322594,1.747715296,50.48362351,36.14168501,18.16423187,36316,7.173601148,25.81516496,88.47192746,24.26296867,88.65947612,100,8
Alabama,Coffee,1031,15875,4221,671,14666,4925,179,4498,15745,49,5917,10877,3087,NA,NA,NA,8545,2403,0,50991,37955,71.37141849,17.00496166,6.558020043,28.62858151,3.737914534,50.55990273,38.48130062,15.78317742,47872,6.194262619,14.86392789,76.33327555,12.64924795,74.20530315,47.19508289,4
Alabama,Colbert,1033,16746,7312,857,13936,9166,283,8443,15866,28,0,16676,319,NA,NA,NA,9524,6111,0,54377,42235,78.85319161,15.64816007,2.40175074,21.14680839,1.561321882,51.68729426,35.58857605,18.45265462,43786,7.5258899,16.57652008,81.52909514,15.23726459,81.24495268,43.89468656,3
Alabama,Conecuh,1035,3420,3080,85,3439,3555,28,3006,3298,7,3209,2889,43,NA,NA,NA,2370,2344,0,12697,9825,50.72064267,46.21564149,1.764196267,49.27935733,0.850594629,52.52421832,35.65409152,20.26462944,27609,20.42785235,20.57220708,91.33742053,19.67814219,89.346099,80.94950106,7
Alabama,Coosa,1037,3381,1782,89,3049,2191,29,1788,3378,8,1766,3337,3,NA,NA,NA,2259,1579,0,10864,8755,65.02209131,32.36377025,1.288659794,34.97790869,1.251840943,50.70876289,31.08431517,18.66715758,31910,12.57582828,27.06462628,90.059441,22.33138107,90.00566786,100,8
Alabama,Covington,1039,13267,2387,286,12153,3158,112,2740,12690,36,3759,9540,1809,NA,NA,NA,6155,1777,0,37729,29295,83.51400779,12.97675528,1.531978054,16.48599221,0.954173182,51.71088553,35.34416497,20.17811233,37313,10.65949023,19.06613317,85.07851427,17.97342485,83.80851813,69.65179399,6
Alabama,Crenshaw,1041,4513,1664,90,4331,2050,37,1734,4392,11,2217,3287,499,NA,NA,NA,2953,1762,0,13896,10535,70.86931491,23.67587795,1.683937824,29.13068509,2.288428325,50.61168682,36.8955095,17.50863558,37557,7.355573637,21.68359334,85.35231913,20.75146996,84.58339309,100,8
Alabama,Cullman,1043,32989,3798,1086,28999,5052,406,5207,32001,57,0,33239,311,NA,NA,NA,16592,3693,0,81316,61625,92.46396773,1.036696345,4.213192976,7.536032269,2.833390723,50.56323479,36.93246102,17.75173398,39297,6.064756798,17.84350976,85.03098201,16.80474043,84.79930554,73.23955924,4
Alabama,Dale,1045,13808,4413,528,13108,5286,163,4625,13652,58,6071,8988,2940,NA,NA,NA,8170,2794,0,49607,37405,70.19170682,19.40250368,5.888281896,29.80829318,2.745580261,50.72671196,39.98226057,15.42927409,44093,10.39244186,14.1653928,83.93130114,12.7444233,83.18286709,50.88853953,4
Alabama,Dallas,1047,5789,12836,167,6288,14612,53,12388,6060,14,14885,0,201,NA,NA,NA,4115,8444,0,41426,30615,28.06932844,69.49741708,0.958335345,71.93067156,1.47250519,53.82609955,40.69907787,15.67614542,28136,14.89701705,20.98158148,86.21569643,14.35320585,80.01124859,45.63897764,4
Alabama,DeKalb,1049,21405,3622,799,18331,5239,293,4749,20347,27,0,20679,339,NA,NA,NA,12562,3678,0,70937,49580,81.01554901,1.477367241,14.01525297,18.98445099,7.276879485,50.47154517,39.04591398,15.53209186,38248,6.33996117,27.36298482,88.63406408,22.25846803,88.02825538,90.1306445,6
Alabama,Elmore,1051,27634,8443,1183,26253,8954,278,8833,27591,102,10573,20519,4611,NA,NA,NA,15138,5500,0,80957,61485,73.6885013,21.11244241,2.801487209,26.3114987,1.951653347,51.39765555,38.66373507,13.88761935,53398,7.47316153,13.17197452,77.76160146,11.42097643,75.87401799,54.18836614,2
Alabama,Escambia,1053,9935,4605,305,9287,5489,93,4625,9555,17,0,10076,194,NA,NA,NA,6012,3028,0,37875,29330,60.59405941,32.330033,2.059405941,39.40594059,0.736633663,48.80528053,37.73729373,16.65742574,32334,15.23708422,19.54429004,88.37434982,16.45287564,86.32941885,63.51157389,6
Alabama,Etowah,1055,32353,10442,1369,29130,12803,597,11981,31441,84,0,33845,797,NA,NA,NA,17443,8840,0,103363,78780,78.43135358,15.28496657,3.629925602,21.56864642,2.882075791,51.62001877,36.35730387,17.36307963,40478,8.455825639,17.54909618,83.5081455,16.08322212,82.38031687,37.48348176,3
Alabama,Fayette,1057,6712,1362,175,6054,1817,75,1497,6555,13,0,6692,59,NA,NA,NA,4837,1951,0,16783,13155,85.22910088,12.23857475,0.858011083,14.77089912,0.560090568,50.47965203,34.81499136,19.54954418,36205,8.774761555,20.76910046,85.85465018,21.22284479,84.87171926,80.23316513,6
Alabama,Franklin,1059,9466,2197,377,7567,3171,121,2850,8670,14,0,9063,125,NA,NA,NA,4949,2617,0,31573,21935,78.07303709,4.060431381,16.01684984,21.92696291,8.884173186,50.73955595,39.46093181,16.03585342,36138,9.712943249,24.33103976,87.60990061,19.41580756,85.9908362,70.36651527,6
Alabama,Geneva,1061,9994,1525,239,9175,2039,106,1803,9606,28,3537,5556,2156,NA,NA,NA,6116,1219,0,26765,20515,84.06127405,9.422753596,3.706332897,15.93872595,1.677563983,51.16009714,35.27367831,18.95012143,36519,10.31516109,22.31321457,88.33820792,20.93467151,87.69780186,89.64165733,3
Alabama,Greene,1063,838,4013,29,804,4521,15,3834,918,3,4206,0,25,NA,NA,NA,538,2857,0,8587,6595,17.14219169,81.18085478,0.617212065,82.85780831,0.256201234,52.3465704,37.60335391,18.00395947,21339,18.1533101,23.0511316,90.02514669,9.984152139,82.96354992,100,8
Alabama,Hale,1065,3173,4775,92,3210,5411,22,4650,3208,5,5703,0,92,NA,NA,NA,2000,3168,0,15159,11565,39.96965499,58.28220859,1.207203641,60.03034501,1.03568837,53.02460584,38.01701959,17.65947622,33351,12.05933682,18.60396911,85.97125819,12.92223985,81.97687599,89.16878173,3
Alabama,Henry,1067,5632,2292,148,5628,3083,49,2366,5506,23,3127,3464,1145,NA,NA,NA,3330,1774,0,17187,13335,68.56344912,27.88735672,2.530982719,31.43655088,1.710595217,51.70186769,33.61843254,20.63187293,41045,7.529843893,19.30283937,83.85565829,14.453125,81.58318015,87.75286094,3
Alabama,Houston,1069,30728,10664,1247,29270,12367,281,11219,30494,120,15008,18575,7371,NA,NA,NA,17214,6198,0,103891,78085,67.4524261,26.37475816,3.186994061,32.5475739,2.316851315,52.08247105,38.3979363,16.04855089,41945,8.069254984,15.09615249,78.98209769,11.07884965,75.15406494,33.80405133,3
Alabama,Jackson,1071,16672,3673,639,14439,5822,316,4538,15742,21,4527,15520,26,NA,NA,NA,8244,3227,0,52608,40730,89.49209246,3.294175791,2.727722019,10.50790754,2.256310827,51.02836071,34.84260949,18.4515663,38422,8.609415867,20.51510008,87.42153614,19.83294829,87.28748297,77.01730325,6
Alabama,Jefferson,1073,134768,156873,12550,141683,159876,2359,156574,144136,453,160844,122666,1201,NA,NA,NA,83005,82652,0,659096,491015,50.67091896,42.33965917,3.689295641,49.32908104,3.925831745,52.66683457,39.652342,14.31005498,47220,8.217166201,11.0052298,68.5597527,7.889073154,59.44232059,9.833765145,1
Alabama,Lamar,1075,5823,1036,107,5457,1646,63,1125,5634,4,0,5680,55,NA,NA,NA,3155,1249,0,14066,10960,86.13678373,11.26119721,1.428977677,13.86321627,0.846011659,51.56405517,34.08929333,20.21896772,34298,9.525483304,22.5845169,86.93738748,21.95734003,86.55184214,100,8
Alabama,Lauderdale,1077,27899,9952,1674,23911,12511,502,11652,27092,43,11805,26710,42,NA,NA,NA,15725,7399,0,92641,72735,84.99152643,9.763495644,2.393108883,15.00847357,2.053086646,52.22309776,37.80291664,18.31262616,43657,7.640391308,15.13745487,78.32077025,13.86323639,77.64754976,49.29510619,3
Alabama,Lawrence,1079,10833,3627,369,8874,5069,169,4171,10254,16,0,10662,134,NA,NA,NA,5851,3293,0,33433,25995,76.6577932,11.36601561,2.066820208,23.3422068,0.726826788,51.32952472,35.86875243,16.1517064,42339,8.315177923,22.45699407,89.69138174,23.3167966,90.16518563,91.28978712,3
Alabama,Lee,1081,34617,21230,3344,32194,21381,784,21475,36684,135,21148,36909,113,NA,NA,NA,16188,10004,0,153947,115345,67.86751285,23.08651679,3.690231054,32.13248715,5.157619181,50.61482198,49.20264766,10.32108453,45056,6.070528967,11.28758366,65.58785336,7.616715585,61.11534532,27.40949896,3
Alabama,Limestone,1083,29067,9468,1759,25295,9829,335,10233,29203,57,10243,29093,46,NA,NA,NA,17471,5327,0,90257,67250,77.43665311,12.67491718,5.689309416,22.56334689,4.329858072,49.98061092,37.58157262,13.91027843,51115,7.943644363,16.84344574,76.73931266,14.9047667,75.57795022,57.60914208,2
Alabama,Lowndes,1085,1751,4883,50,1756,5747,18,4580,1839,7,5174,0,61,NA,NA,NA,1174,3127,0,10565,8100,24.40132513,74.64268812,0.473260767,75.59867487,0.302886891,52.24798864,38.53289162,17.34027449,27914,12.26600985,25.19190509,87.71807397,9.7,76.4,100,2
Alabama,Macon,1087,1431,7566,143,1331,9045,18,7442,1553,9,7400,1600,7,NA,NA,NA,829,4828,0,19684,16035,15.42369437,81.53322495,1.646006909,84.57630563,1.127819549,53.91180654,42.58280837,16.74964438,32390,15.03692101,19.53439665,79.95811181,13.47424042,77.49889916,55.54726832,6
Alabama,Madison,1089,89520,62822,11047,90884,62015,2160,62870,97796,324,63664,96739,295,NA,NA,NA,60065,25929,0,349973,261510,65.43104754,23.98299297,4.675217803,34.56895246,5.560714684,51.11480028,39.39989656,13.66791152,60150,7.333547231,9.185168298,59.32807309,6.896112328,55.70044235,16.44151477,2
Alabama,Marengo,1091,5233,5615,146,5336,6167,34,5419,5294,5,7343,0,139,NA,NA,NA,3149,3759,0,20066,15310,45.45001495,52.76088907,0.946875311,54.54998505,0.907006877,52.99013256,37.51619655,18.63849297,30713,14.07484138,16.14153081,85.21090723,12.37623762,80.88808881,69.31564179,7
Alabama,Marion,1093,11274,1432,278,9697,2249,159,1961,10753,27,0,11283,120,NA,NA,NA,6058,2098,0,30239,23725,92.04669467,3.247461887,2.400873045,7.953305334,1.617116968,50.53407851,34.31330401,20.09656404,34074,7.648168527,20.10864519,87.53366144,19.73841853,87.29532748,88.85495191,7
Alabama,Marshall,1095,29233,4917,1166,25867,6299,400,5898,28532,55,0,29774,395,NA,NA,NA,16515,3342,0,94534,65925,82.34180295,2.090253242,12.9159879,17.65819705,7.170964944,50.70873971,39.31918675,16.4046798,39831,7.173792069,21.39475428,83.43275574,17.47013072,81.82098374,53.26868704,4
Alabama,Mobile,1097,95116,72186,5435,94893,78760,1211,71602,97911,379,0,106568,5360,NA,NA,NA,48401,34530,0,414291,308975,57.85088259,35.20158536,2.64475936,42.14911741,3.105063832,52.13581758,40.70785993,14.54364203,44263,8.696854182,14.2226248,77.48760427,12.42496786,74.23375827,20.02024252,2
Alabama,Monroe,1099,5795,4332,144,5741,4914,53,4255,5854,13,0,5910,146,NA,NA,NA,3499,2570,0,21975,16820,54.66666667,42.41638225,0.618885097,45.33333333,0.200227531,52.11831627,37.30147895,17.80659841,28182,21.83311194,17.96817297,87.60491506,14.29565217,83.86086957,79.0445639,7
Alabama,Montgomery,1101,34003,58916,2959,38332,63085,507,57972,36477,162,58960,32114,2202,NA,NA,NA,23757,33261,0,227392,168750,35.94233746,56.68932944,3.311462145,64.05766254,4.358992401,52.61926541,41.61975795,13.25684281,45358,8.447767958,14.48704622,68.54043393,6.979531027,57.36494365,10.49123006,2
Alabama,Morgan,1103,37486,11254,1904,35391,13439,493,12325,37448,57,11995,37658,37,NA,NA,NA,22384,6693,0,119555,88065,76.61912927,12.05302999,7.811467525,23.38087073,4.318514491,50.77663,37.47396596,15.75341893,46883,8.931430936,17.50880743,78.57081906,14.59579482,76.47272068,38.59737217,3
Alabama,Perry,1105,1407,3824,47,1506,4568,25,3656,1496,2,4224,0,36,NA,NA,NA,961,2627,0,9856,7625,29.62662338,68.58766234,0.953733766,70.37337662,0.375405844,52.6075487,41.51785714,18.86160714,24912,11.73010381,23.61555294,85.50749032,13.53118712,78.92354125,100,8
Alabama,Pickens,1107,5456,3972,114,5124,4455,32,3908,5384,6,5755,0,320,NA,NA,NA,3527,2525,0,20042,15585,54.85480491,41.77227822,2.424907694,45.14519509,1.556730865,50.71849117,35.85470512,17.92236304,31679,12.32492997,18.90088043,88.88099972,11.99122593,85.77869851,100,3
Alabama,Pike,1109,7693,5056,419,7963,6035,109,5037,7835,27,5808,6047,715,NA,NA,NA,5294,3783,0,33277,25630,56.56158909,37.41623343,2.193707365,43.43841091,3.885566608,52.32442828,48.96174535,14.2831385,33193,9.734290392,20.04281782,76.01182587,15.81641506,69.36491411,51.67938235,6
Alabama,Randolph,1111,7705,2291,191,7224,3078,96,2424,7454,9,2389,7512,10,NA,NA,NA,4075,1916,0,22615,17375,75.43665709,19.18638072,2.922838824,24.56334291,1.596285651,51.2491709,35.76387354,19.39420738,37496,7.978723404,22.73863709,84.62080903,18.93144669,83.65454989,81.34246934,6
Alabama,Russell,1113,9210,9579,467,8278,10500,101,9487,9408,26,9327,9545,24,NA,NA,NA,4440,4757,0,58636,43135,48.71580599,42.02026059,5.071969439,51.28419401,2.842963367,51.36264411,42.53359711,12.60317893,38400,9.425928076,17.43932794,82.98589504,14.29632564,83.04446865,35.4089939,2
Alabama,St. Clair,1115,31651,5589,1160,29031,5801,316,6635,31279,80,6013,31757,47,NA,NA,NA,15891,3504,0,86576,65815,86.30336352,9.354786546,2.265061911,13.69663648,1.755682868,49.75743855,36.95827943,15.24556459,54042,6.400975015,16.51680155,83.89616012,15.24246346,83.7831151,72.79676528,1
Alabama,Shelby,1117,73020,22977,5257,71436,20051,1020,24483,75344,205,22396,77209,85,NA,NA,NA,40201,10298,0,205951,149210,78.89595098,11.56343014,5.759136882,21.10404902,5.460522163,51.397177,38.59024719,12.97201762,72310,4.62105664,8.426307574,58.57700857,6.146213131,56.73020049,22.94487018,1
Alabama,Sumter,1119,1581,4746,84,1586,5421,20,4611,1656,4,5303,0,43,NA,NA,NA,1051,3093,0,13285,10390,24.57659014,71.65976665,0.29356417,75.42340986,2.024840045,53.82009785,43.8765525,16.22882951,20428,15.29434774,20.0169123,81.87968108,7.601510859,61.9924457,100,8
Alabama,Talladega,1121,20614,12121,672,19246,13905,222,12632,20446,29,12271,20805,28,NA,NA,NA,11331,7874,0,81057,62160,63.51949862,32.0502856,2.161441948,36.48050138,1.540890978,51.46378474,37.01099226,16.14666223,37923,12.04207886,20.18823782,86.90907792,18.31917915,85.10461596,55.81533825,4
Alabama,Tallapoosa,1123,13594,5519,373,12396,6319,114,5804,13401,17,5613,13602,16,NA,NA,NA,8002,4041,0,40958,31945,69.07319693,27.02524537,2.41222716,30.92680307,1.457590703,52.6466136,35.06763026,19.51511304,39395,9.803453014,20.35973712,82.68419232,16.3266279,79.41176471,74.22625913,6
Alabama,Tuscaloosa,1125,47723,31762,3215,45748,32048,794,31602,49923,130,34244,22125,1808,NA,NA,NA,25340,17165,0,202471,155400,62.97889574,30.96147103,3.292323345,37.02110426,3.520010273,51.76000514,47.17169372,11.72217256,48022,6.989951044,11.85822744,70.63050627,9.302010613,65.49698962,25.50807578,3
Alabama,Walker,1127,24266,4497,709,21651,6557,313,5558,23419,49,0,24770,376,NA,NA,NA,12292,4794,0,65593,50325,89.56443523,5.657615904,2.260911988,10.43556477,1.428506091,51.29968137,36.11818334,18.12845883,37025,10.99016197,21.4450069,89.45719107,20.99545346,89.15290739,74.08799964,1
Alabama,Washington,1129,6042,2374,117,5761,2976,41,2463,5830,5,0,5686,75,NA,NA,NA,3215,1726,0,16909,12865,65.0600272,24.77378911,1.295168254,34.9399728,1.029037791,50.38736767,37.5303093,16.71890709,40293,16.13670134,20.26206178,90.37660535,19.4565496,88.70802358,100,8
Alabama,Wilcox,1131,1737,4339,42,1679,4868,4,3857,1819,4,4554,0,43,NA,NA,NA,1346,2908,0,11119,8520,27.43052433,71.94891627,0.557604101,72.56947567,0,51.77623887,39.17618491,17.75339509,24442,20.40106952,20.14514178,88.69775568,14.46646984,80.51455082,100,9
Alabama,Winston,1133,9228,872,213,8312,1286,116,1269,8817,12,0,9097,106,NA,NA,NA,5351,1391,0,24013,18770,94.27393495,0.408112273,2.915087661,5.726065048,1.307625036,50.80164911,33.37358931,20.02248782,33896,8.734293595,23.99560032,86.91096446,22.83005106,87.17481157,84.89217448,6
Arizona,Apache,4001,8240,17083,2338,8250,17147,451,34,103,161,17906,7573,1644,NA,NA,NA,5871,13562,1142,72346,50380,18.57186299,0.486550742,5.947806375,81.42813701,1.719514555,50.5985127,45.85464297,13.32209106,32460,15.80743337,21.75825183,88.94106329,8.916757184,76.96257529,74.06107553,6
Arizona,Cochise,4003,28092,17450,4473,29497,18546,960,10,89,193,15718,33692,0,NA,NA,NA,21662,12709,2068,128177,92915,56.29949211,3.714394938,34.40320806,43.70050789,11.45837397,49.06964588,37.90227576,19.75627453,45383,8.567107589,13.40917082,76.83705527,6.990228131,71.47914672,36.30106741,3
Arizona,Coconino,4005,21108,32404,6272,21220,29257,1254,17,90,101,33908,18962,3972,NA,NA,NA,13270,18301,1874,138064,104265,54.61959671,1.342855487,13.71103256,45.38040329,4.825298412,50.58161432,48.94614092,10.87394252,51106,8.238304813,11.08538134,65.79143946,4.446753247,53.17402597,31.46606557,3
Arizona,Gila,4007,14182,7003,15512,13455,7697,376,21,84,70,7729,13619,463,NA,NA,NA,8754,4892,888,53179,41290,63.2223246,0.552849809,18.54867523,36.7776754,4.249797853,50.29616954,32.23828955,26.39763817,40593,12.12993221,15.72995824,82.26262417,10.96311475,78.47628806,41.06199974,4
Arizona,Graham,4009,8025,3301,8980,8076,3609,170,17,63,104,4315,6715,729,NA,NA,NA,4985,1919,359,37529,25960,51.46153641,1.811932106,32.09784433,48.53846359,4.385941539,46.31351755,46.39345573,12.31580911,47422,14.42410428,14.58079666,86.67594364,6.920332937,80.4359889,46.43739925,7
Arizona,Greenlee,4011,1892,1092,2208,1592,1310,72,8,48,30,1454,1497,220,NA,NA,NA,995,792,133,9224,6355,47.77753686,1.777970512,46.50910668,52.22246314,4.575021683,46.8235039,44.75281873,11.52428448,51813,8.879222108,12.14483714,87.8031878,9.112071832,83.23910875,46.56868555,7
Arizona,La Paz,4012,4003,1575,373,3714,1880,123,9,54,35,1641,3901,0,NA,NA,NA,2109,749,215,20304,15245,58.88494878,0.379235619,26.1820331,41.11505122,11.37214342,48.94602049,28.07328605,36.05693459,36321,10.59901339,24.84221485,89.56340686,18.40763128,87.92973177,56.32778564,6
Arizona,Maricopa,4013,747361,702907,117566,749885,602288,24385,43,101,360,579025,774172,94172,NA,NA,NA,468822,346614,40589,4088549,2723565,56.91811447,5.013612409,30.28683281,43.08188553,14.72933307,50.549278,41.88662041,13.83784321,55676,6.808454052,13.05192691,69.03113669,5.094061752,62.88259987,2.363799695,1
Arizona,Mohave,4015,58282,17455,4206,49168,19533,1309,13,97,106,18697,56207,21,NA,NA,NA,33149,10660,2846,203629,157930,78.25260646,0.951730844,15.70846982,21.74739354,6.969046649,49.67661777,30.48583453,26.8586498,39856,11.68095288,16.14585048,88.12117781,13.35467697,87.80458595,22.96364381,3
Arizona,Navajo,4017,20577,16459,3258,19884,16945,506,11,51,113,19160,16926,2673,NA,NA,NA,13569,12128,1633,108209,76280,41.92719644,0.672772135,11.04991267,58.07280356,2.914729828,49.8461311,43.24316831,15.74545555,36868,18.5257911,18.49408653,85.50797032,9.152768918,77.15908746,54.13824233,4
Arizona,Pima,4019,167428,224661,29551,174779,201251,6220,19,91,215,211779,175234,2406,NA,NA,NA,121024,133867,10996,1003338,720405,53.27157947,3.199719337,36.10597824,46.72842053,12.90342836,50.80740488,40.0873883,17.80177767,46764,9.214113975,12.25223757,69.19939114,5.250121502,61.12033512,7.523491145,2
Arizona,Pinal,4021,72819,47892,8835,62079,44306,1930,20,96,219,49533,71492,3692,NA,NA,NA,41313,26131,3797,397604,278220,57.88573556,4.333708916,29.19286526,42.11426444,9.872888603,47.81968994,38.45484452,18.22743232,51190,9.425900344,15.08324191,81.52852314,8.147550643,77.10653829,21.90462251,1
Arizona,Santa Cruz,4023,3897,11690,846,4235,9486,173,22,57,162,12789,304,1,NA,NA,NA,3175,5819,329,46547,27155,15.27488345,0.199798054,83.21911187,84.72511655,32.64442392,52.12580832,43.30032011,15.89576127,38941,9.749896222,25.20672643,77.50677507,3.574329813,54.55727051,26.88317166,4
Arizona,Yavapai,4025,71330,35590,7530,64468,33918,1897,18,96,197,35081,71065,1013,NA,NA,NA,45910,22795,4014,218586,173100,81.15936062,0.518331458,14.05488,18.84063938,6.456955157,51.09247619,28.7173012,28.27262496,46638,8.525986058,9.83067218,74.45836226,7.258710593,72.68127451,33.19717769,3
Arizona,Yuma,4027,25165,24605,3240,23352,18059,542,16,96,71,26225,14729,0,NA,NA,NA,14844,10497,1145,203292,120510,32.74501702,1.79643075,61.966039,67.25498298,26.92088228,48.73580859,44.98111091,17.38976448,41467,12.46138869,28.27965249,85.61348211,10.29453818,79.36517015,10.42957635,3
Arkansas,Arkansas,5001,3826,1939,447,3897,2455,142,2341,3684,125,0,4320,1452,NA,NA,NA,2676,2317,103,18569,14105,70.39151274,25.75798374,2.994237708,29.60848726,1.1255318,52.61995799,36.7548064,17.75001346,37330,9.118678584,17.48136524,85.57081208,12.53302335,81.91905315,34.70739787,6
Arkansas,Ashley,5003,5338,2408,337,4867,2859,195,2346,5106,285,0,5568,1753,NA,NA,NA,3037,3077,132,20989,15710,67.98799371,25.91833818,5.145552432,32.01200629,2.596598218,51.47458192,36.66206108,18.11425032,36352,9.982134882,16.1051824,86.41277813,12.28363493,83.97915028,51.6816913,7
Arkansas,Baxter,5005,14682,4169,915,13688,5172,479,4231,14074,950,0,14947,3754,NA,NA,NA,9681,4673,575,40992,33485,95.24297424,0.246389539,2.039422326,4.757025761,2.354117877,51.58079625,28.19574551,30.07172131,38115,6.178921121,12.78193097,82.26181008,12.09412078,82.14297584,65.84202539,7
Arkansas,Benton,5007,60871,28005,7948,54646,22636,1975,27434,63503,4562,0,73289,20453,NA,NA,NA,43059,16881,2243,245231,162105,74.73769629,1.428041316,16.06852315,25.26230371,11.2440923,50.45773169,42.16473447,12.78386501,59016,3.44228007,12.76633266,69.27703635,7.79895464,68.26325933,25.16004861,2
Arkansas,Boone,5009,12235,2926,950,11159,3772,460,2620,12490,729,0,13369,2142,NA,NA,NA,7354,3105,511,37301,28885,94.3406343,0.340473446,2.302887322,5.659365701,0.798906196,50.97986649,35.65051875,19.7286936,38664,8.427876823,15.02142639,85.03213958,15.03622455,85.06496135,62.19819527,7
Arkansas,Bradley,5011,2164,1317,172,2134,1449,69,1343,2019,121,0,2441,801,NA,NA,NA,1326,1471,45,11096,7935,56.47080029,29.04650324,14.17627974,43.52919971,6.633020908,50.56777217,37.14852199,18.28586878,34665,10.97157964,20.12661567,85.7689264,13.34610473,79.86377182,49.59158846,7
